subject,contest,round,scenario,agent,prob,strength,effort
xzup83qzymb2,4,2,"F,L;L,L",1,40,5,50
xzup83qzymb2,4,2,"F,L;L,L",2,90,5,50
xzup83qzymb2,4,3,"F,L;L,L",1,90,5,50
xzup83qzymb2,4,3,"F,L;L,L",2,90,5,50
xzup83qzymb2,5,1,"F,F;F,L",1,NA,3,NA
xzup83qzymb2,5,1,"F,F;F,L",2,NA,3,NA
xzup83qzymb2,5,2,"F,F;F,L",1,40,1,NA
xzup83qzymb2,5,2,"F,F;F,L",2,40,5,50
xzup83qzymb2,5,3,"F,F;F,L",1,90,1,NA
xzup83qzymb2,5,3,"F,F;F,L",2,90,4,NA
xzup83qzymb2,6,1,"F,F;F,F",1,NA,3,NA
xzup83qzymb2,6,1,"F,F;F,F",2,NA,3,NA
xzup83qzymb2,6,2,"F,F;F,F",1,40,1,NA
xzup83qzymb2,6,2,"F,F;F,F",2,40,1,NA
xzup83qzymb2,6,3,"F,F;F,F",1,25,1,NA
xzup83qzymb2,6,3,"F,F;F,F",2,25,1,NA
ynatc4ohtcll,1,1,"F,F;F,F",1,NA,3,NA
ynatc4ohtcll,1,1,"F,F;F,F",2,NA,3,NA
ynatc4ohtcll,1,2,"F,F;F,F",1,50,2,NA
ynatc4ohtcll,1,2,"F,F;F,F",2,50,2,NA
ynatc4ohtcll,1,3,"F,F;F,F",1,4,3,NA
ynatc4ohtcll,1,3,"F,F;F,F",2,4,3,NA
ynatc4ohtcll,2,1,"F,F;L,L",1,NA,4,NA
ynatc4ohtcll,2,1,"F,F;L,L",2,NA,4,NA
ynatc4ohtcll,2,2,"F,F;L,L",1,50,5,75
ynatc4ohtcll,2,2,"F,F;L,L",2,50,5,75
ynatc4ohtcll,2,3,"F,F;L,L",1,90,5,50
ynatc4ohtcll,2,3,"F,F;L,L",2,90,5,50
ynatc4ohtcll,3,1,"L,L;L,L",1,NA,7,50
ynatc4ohtcll,3,1,"L,L;L,L",2,NA,7,50
ynatc4ohtcll,3,2,"L,L;L,L",1,90,7,60
ynatc4ohtcll,3,2,"L,L;L,L",2,90,7,60
ynatc4ohtcll,3,3,"L,L;L,L",1,95,7,60
ynatc4ohtcll,3,3,"L,L;L,L",2,95,7,60
ynatc4ohtcll,4,1,"F,L;L,L",1,NA,4,NA
ynatc4ohtcll,4,1,"F,L;L,L",2,NA,6,60
ynatc4ohtcll,4,2,"F,L;L,L",1,60,4,60
ynatc4ohtcll,4,2,"F,L;L,L",2,80,7,50
ynatc4ohtcll,4,3,"F,L;L,L",1,80,5,50
ynatc4ohtcll,4,3,"F,L;L,L",2,80,7,40
ynatc4ohtcll,5,1,"F,L;F,L",1,NA,5,NA
ynatc4ohtcll,5,1,"F,L;F,L",2,NA,7,60
ynatc4ohtcll,5,2,"F,L;F,L",1,50,3,NA
ynatc4ohtcll,5,2,"F,L;F,L",2,75,7,60
ynatc4ohtcll,5,3,"F,L;F,L",1,75,3,75
ynatc4ohtcll,5,3,"F,L;F,L",2,75,7,50
ynatc4ohtcll,6,1,"F,F;F,L",1,NA,3,NA
ynatc4ohtcll,6,1,"F,F;F,L",2,NA,3,NA
ynatc4ohtcll,6,2,"F,F;F,L",1,50,3,NA
ynatc4ohtcll,6,2,"F,F;F,L",2,50,6,100
ynatc4ohtcll,6,3,"F,F;F,L",1,30,3,NA
ynatc4ohtcll,6,3,"F,F;F,L",2,30,6,NA
yuwq5pleqcfb,1,1,"F,F;L,L",1,NA,4,NA
yuwq5pleqcfb,1,1,"F,F;L,L",2,NA,4,NA
yuwq5pleqcfb,1,2,"F,F;L,L",1,40,6,90
yuwq5pleqcfb,1,2,"F,F;L,L",2,40,6,90
yuwq5pleqcfb,1,3,"F,F;L,L",1,90,6,70
yuwq5pleqcfb,1,3,"F,F;L,L",2,90,6,70
yuwq5pleqcfb,2,1,"F,L;F,L",1,NA,3,NA
yuwq5pleqcfb,2,1,"F,L;F,L",2,NA,8,90
yuwq5pleqcfb,2,2,"F,L;F,L",1,40,3,NA
yuwq5pleqcfb,2,2,"F,L;F,L",2,95,8,100
yuwq5pleqcfb,2,3,"F,L;F,L",1,100,3,100
yuwq5pleqcfb,2,3,"F,L;F,L",2,100,8,80
yuwq5pleqcfb,3,1,"F,F;F,L",1,NA,3,NA
yuwq5pleqcfb,3,1,"F,F;F,L",2,NA,3,NA
yuwq5pleqcfb,3,2,"F,F;F,L",1,25,3,NA
yuwq5pleqcfb,3,2,"F,F;F,L",2,25,6,100
yuwq5pleqcfb,3,3,"F,F;F,L",1,95,1,NA
yuwq5pleqcfb,3,3,"F,F;F,L",2,95,5,NA
yuwq5pleqcfb,4,1,"L,L;L,L",1,NA,8,90
yuwq5pleqcfb,4,1,"L,L;L,L",2,NA,8,90
yuwq5pleqcfb,4,2,"L,L;L,L",1,95,9,100
yuwq5pleqcfb,4,2,"L,L;L,L",2,95,9,100
yuwq5pleqcfb,4,3,"L,L;L,L",1,100,8,80
yuwq5pleqcfb,4,3,"L,L;L,L",2,100,8,80
yuwq5pleqcfb,5,1,"F,F;F,F",1,NA,3,NA
yuwq5pleqcfb,5,1,"F,F;F,F",2,NA,3,NA
yuwq5pleqcfb,5,2,"F,F;F,F",1,60,1,NA
yuwq5pleqcfb,5,2,"F,F;F,F",2,60,1,NA
yuwq5pleqcfb,5,3,"F,F;F,F",1,50,1,NA
yuwq5pleqcfb,5,3,"F,F;F,F",2,50,1,NA
yuwq5pleqcfb,6,1,"F,L;L,L",1,NA,2,NA
yuwq5pleqcfb,6,1,"F,L;L,L",2,NA,7,90
yuwq5pleqcfb,6,2,"F,L;L,L",1,35,6,100
yuwq5pleqcfb,6,2,"F,L;L,L",2,100,9,90
yuwq5pleqcfb,6,3,"F,L;L,L",1,100,6,100
yuwq5pleqcfb,6,3,"F,L;L,L",2,100,9,90
